step,type,amount,balanceSender,balanceReceiver,isFraud,errorBalanceSender,errorBalanceReceiver
17,0,93519.76,0.0,1636883.75,0,-51843.759999999995,-0.010000000009313226
19,0,114551.17,0.0,671830.48,0,-72875.17,-135785.40000000002
19,0,75385.26,0.0,620993.04,0,-24174.259999999995,41774.21999999997
17,0,288711.95,0.0,1606219.45,0,-288381.95,0.0
17,0,37627.92,14547.08,89764.92,0,1.8189894035458565e-12,0.0
16,0,104817.3,0.0,294502.91,0,-95810.3,0.0
19,0,71461.93,0.0,143735.08,0,-29785.929999999993,0.010000000009313226
18,1,457896.34,0.0,2965852.51,0,-455670.36000000004,-0.009999999776482582
37,0,152345.15,0.0,422133.14,0,-110669.15,0.0
38,0,165017.92,0.0,1077156.82,0,-115593.73000000001,0.0
11,1,722193.34,0.0,4632257.93,0,-680517.34,0.0
20,0,100067.65,0.0,9633221.77,0,-58391.649999999994,0.010000001639127731
40,0,579500.57,0.0,579500.57,0,-493257.56999999995,0.0
10,0,580653.64,0.0,1344573.44,0,-538977.64,-93921.6399999999
36,0,391800.31,0.0,1711289.19,0,-386209.31,0.0
42,0,361620.38,0.0,1278087.17,0,-319944.38,0.0
51,0,567932.31,0.0,567932.31,1,0.0,0.0
43,0,125111.77,0.0,264033.16,0,-83435.77,66420.61000000004
34,0,193449.15,0.0,193449.15,0,-192531.15,0.0
16,0,115580.49,0.0,3526202.44,0,-54877.490000000005,4.656612873077393e-10
10,0,318239.58,0.0,421181.49,0,-313211.58,0.0
18,0,80382.63,0.0,80382.63,0,-60206.630000000005,0.0
45,1,315314.66,0.0,791570.95,0,-273638.66,-77105.37
17,0,80347.25,0.0,3273496.85,0,-38671.25,-241731.22999999998
9,0,160032.37,250399.94,2031342.7,0,0.010000000009313226,-415059.47999999975
37,0,15765.88,0.0,301380.21,0,25910.120000000003,0.0
26,0,78741.64,0.0,127370.16,1,0.0,0.0
41,0,231107.55,0.0,439815.53,0,-187610.55,0.0
16,0,94648.27,0.0,4159052.4,0,-52972.270000000004,297057.66999999946
17,0,372857.64,0.0,0.0,0,-331181.64,1215652.4500000002
13,0,29018.16,0.0,263931.02,0,12657.84,-5.820766091346741e-11
44,0,150468.2,0.0,181527.3,0,-102829.20000000001,-0.009999999980209395
42,0,238036.35,0.0,12760567.56,0,-196360.35,0.0
37,1,113654.01,0.0,1758733.27,0,-71978.01,0.0
15,0,137418.42,153987.58,336854.51,0,0.0,0.0
37,0,578727.85,0.0,14576533.16,0,-537051.85,0.0
36,0,78730.76,0.0,924163.67,0,-37054.759999999995,0.0
15,1,113186.09,0.0,113186.09,0,-10539.089999999997,0.0
37,0,31708.54,0.0,132862.34,0,9967.46,0.0
43,0,76706.41,0.0,76706.41,0,-29212.410000000003,0.0
33,1,6648389.9,0.0,-1.0,1,0.0,6648389.9
9,0,358626.96,0.0,518452.96,0,-326825.96,0.0
19,0,155796.66,0.0,603183.96,0,-114120.66,0.0
16,1,170785.2,0.0,162156.53,0,-88365.20000000001,9815.670000000013
48,1,282708.91,0.0,851282.06,0,-241032.90999999997,0.010000000009313226
14,0,309677.87,0.0,2577290.59,0,-260074.87,4.656612873077393e-10
35,0,98824.42,0.0,297013.13,0,-57148.42,0.0
37,0,227197.29,0.0,5257765.77,0,-215670.29,9.313225746154785e-10
15,0,269111.91,0.0,1379772.0,0,-227435.90999999997,0.0
21,0,192674.79,0.0,1722935.02,0,-143279.79,0.0
17,1,896039.12,0.0,2450428.07,0,-894634.12,-121140.59999999963
14,0,307396.16,0.0,307396.16,0,-241352.15999999997,0.0
45,0,5737.92,104749.08,2326579.68,0,0.0,-4.656612873077393e-10
11,0,42360.82,0.0,1178231.52,0,-684.8199999999997,0.0
19,0,114436.23,46292.77,101869.22,0,7.275957614183426e-12,12567.009999999995
15,1,817567.61,0.0,1513857.72,0,-788354.61,-4419.020000000019
42,1,3569720.42,0.0,-1.0,1,0.0,3569720.42
43,1,454599.87,0.0,454599.87,0,-444028.87,0.0
33,0,39304.06,0.0,238483.17,0,2371.9400000000023,-2.9103830456733704e-11
43,0,12143.55,0.0,1115133.92,0,29532.45,-0.009999999776482582
41,0,296536.57,0.0,986173.51,0,-254860.57,0.0
59,1,1011606.26,0.0,-1.0,1,0.0,1011606.26
43,1,1077957.24,0.0,1081004.17,0,-1063358.24,0.010000000009313226
34,0,428239.03,0.0,1456009.92,1,0.0,-734640.8699999999
33,1,86262.34,0.0,245441.79,0,-69472.34,0.0
46,0,160899.01,0.0,1047819.81,0,-119223.01000000001,0.0
14,0,84957.68,0.0,1189862.7,0,-43281.67999999999,-608655.96
6,0,17246.0,0.0,17246.0,1,0.0,0.0
47,0,13172.17,0.0,13172.17,1,0.0,0.0
9,0,153923.04,0.0,1156483.42,0,-112247.04000000001,-361291.82999999984
20,0,2220.81,0.0,137212.66,0,-652.81,0.0
75,0,810039.19,0.0,1219074.31,1,0.0,0.0
13,0,4022667.54,0.0,4057191.21,1,0.0,45612.89000000013
41,0,168539.86,0.0,688864.81,0,-126863.85999999999,-0.010000000009313226
10,0,98345.05,0.0,140146.09,0,-56669.05,254310.15
9,0,350705.74,0.0,1794033.65,1,0.0,-548567.23
9,0,126313.9,115881.17,347046.27,0,1.4551915228366852e-11,-220732.37000000002
44,0,152556.64,0.0,1559825.35,0,-110880.64000000001,-1172291.53
40,0,448170.29,0.0,943344.46,0,-374828.29,0.0
14,0,106842.69,0.0,2718899.79,0,-65166.69,0.0
13,0,128885.33,0.0,266950.96,0,-87209.33,-0.010000000009313226
47,0,97562.46,0.0,846900.78,0,-55886.46000000001,-1.1641532182693481e-10
38,1,1539111.14,0.0,11259818.96,0,-1497435.14,-0.009999999776482582
14,0,268789.19,0.0,3902250.86,0,-227113.19,-169194.04000000004
10,0,193114.68,372272.64,1133087.84,0,-5.820766091346741e-11,-0.010000000009313226
19,0,317838.12,0.0,3097804.35,0,-316983.12,-547001.46
10,0,80133.57,0.0,1724492.94,0,-38457.57000000001,-1265842.98
78,1,2254934.36,0.0,-1.0,1,0.0,2254934.36
93,0,46538.1,157709.9,46538.1,0,0.0,0.0
91,1,28308.97,0.0,-1.0,1,0.0,28308.97
37,0,9868.27,0.0,1603456.71,0,31807.73,0.0
12,0,132921.86,0.0,1799728.89,0,-91245.85999999999,-70169.96999999997
16,0,114159.87,0.0,979946.09,0,-72483.87,-627346.86
16,0,278199.47,0.0,555750.07,0,-230912.46999999997,-277550.6
44,0,116795.81,0.0,7263925.03,0,-75119.81,-9.313225746154785e-10
45,0,30867.66,0.0,1958684.87,0,10808.34,-2.3283064365386963e-10
33,0,227391.48,0.0,2190685.5,0,-185715.48,0.0
14,0,3234.01,58328.99,279633.64,0,0.0,-3654.5900000000256
36,0,100117.28,50545.44,306538.12,0,0.0,0.0
38,0,268483.07,0.0,385373.07,0,-261676.07,-0.010000000009313226
9,0,26755.89,0.0,443907.36,0,-22822.29,270722.54000000004
16,1,1014230.67,0.0,1097174.15,0,-919977.67,2.3283064365386963e-10
59,0,21174.45,0.0,52583.53,1,0.0,0.0
11,0,76006.05,0.0,903155.13,0,-34330.05,-0.010000000009313226
35,0,267038.99,0.0,2070534.75,0,-225362.99,0.0
68,1,13890.42,0.0,-1.0,1,0.0,13890.42
38,1,1262050.98,0.0,5241936.34,0,-1139296.98,0.009999999776482582
45,0,196495.92,0.0,1224916.1,0,-187427.68000000002,0.0
10,0,59835.0,0.0,315315.76,1,0.0,0.0
57,0,157610.11,0.0,1107197.59,1,0.0,-2.3283064365386963e-10
14,0,12262.5,0.0,2503639.11,0,29413.5,203719.77000000002
41,0,77100.62,143692.6,9768621.38,0,0.0,-1.862645149230957e-09
50,0,592737.43,0.0,756383.82,1,0.0,1.1641532182693481e-10
18,1,129215.11,0.0,1322618.0,0,-87539.11,52305.68000000017
10,0,312952.26,170834.53,2166178.02,0,-2.9103830456733704e-11,0.0
45,0,47047.48,0.0,47047.48,0,-46758.48,0.0
19,0,129489.38,0.0,758369.52,0,-112751.38,-0.010000000009313226
12,1,220111.49,0.0,445047.19,0,-187950.49,-188398.7
9,0,79270.48,0.0,1141164.22,0,-37594.479999999996,-922832.99
41,1,32690.68,0.0,-1.0,1,0.0,32690.68
25,0,44829.81,0.0,346382.12,1,0.0,0.0
44,0,283679.38,0.0,4742131.83,0,-242003.38,0.009999999776482582
41,1,1121646.66,0.0,6697136.33,0,-730915.21,0.009999999776482582
37,1,588677.34,0.0,896491.26,0,-556427.34,0.010000000009313226
34,1,1207468.1,0.0,3381757.73,0,-1165792.1,0.0
43,0,188082.28,0.0,1149738.38,0,-64099.28,150952.40000000014
67,1,1028326.5,0.0,-1.0,1,0.0,1028326.5
10,0,203775.44,0.0,4067018.45,0,-162099.44,-250888.78000000026
13,0,48546.8,0.0,2725432.3,0,-46667.8,-1416087.4499999997
40,0,211551.52,0.0,917881.01,0,-169875.52,-0.010000000009313226
46,1,946638.99,0.0,3122381.12,0,-904962.99,0.0
21,0,144542.75,0.0,144542.75,0,-129721.75,0.0
37,0,156323.16,0.0,5639590.67,0,-114647.16,0.009999999776482582
14,1,300223.58,0.0,300223.58,0,-253425.58000000002,0.0
15,0,16054.84,0.0,990524.65,0,25621.16,0.0
9,0,50963.91,0.0,908876.04,0,-9287.910000000003,-633215.74
41,0,117613.83,0.0,849165.37,0,-96657.83,0.0
8,1,363832.53,0.0,4395556.09,0,-344087.53,-4031723.5599999996
37,0,317261.32,0.0,317261.32,0,-192011.32,0.0
36,0,186884.03,0.0,4475789.91,0,-145208.03,0.0
9,1,988053.12,0.0,14288538.69,0,-946377.12,-0.009999999776482582
36,0,141734.56,0.0,342769.43,0,-70326.56,0.0
17,0,323382.59,0.0,16192998.13,0,-220472.12000000002,-1.862645149230957e-09
10,1,59835.0,0.0,-1.0,1,0.0,59835.0
21,1,452056.99,0.0,1418377.37,0,-410380.99,-0.01000000024214387
44,1,780108.16,0.0,1736905.61,0,-738432.16,-2.3283064365386963e-10
85,0,678058.75,0.0,7854017.11,1,0.0,0.0
23,1,489197.78,0.0,6528271.54,0,-71691.92000000004,0.0
35,0,146711.55,0.0,171024.32,0,-140667.55,0.009999999980209395
13,0,394597.11,0.0,14797562.44,0,-339406.11,0.0
19,0,189086.58,0.0,2804723.83,0,-136840.58,-1718640.1
18,0,88015.66,0.0,99529.13,0,-57256.66,285182.72
18,0,78099.44,0.0,1617429.09,0,-36423.44,-134572.82000000007
14,0,85083.56,5346.44,85083.56,0,2.7284841053187847e-12,0.0
10,0,209860.64,0.0,209860.64,0,-79286.64000000001,0.0
44,0,50454.91,0.0,714904.35,0,-8778.910000000003,-0.009999999892897904
18,1,924874.86,0.0,2272967.95,0,-883198.86,-0.01000000024214387
12,1,347449.98,0.0,2057100.21,0,-288912.22,-526951.79
10,0,137317.36,0.0,787276.24,0,-125647.35999999999,-500792.80000000005
16,0,16838.83,27662.17,0.0,0,0.0,64195.83
20,1,428960.61,0.0,669845.68,0,-419009.61,-1.1641532182693481e-10
13,0,415151.06,0.0,615594.63,0,-382446.91,0.0
42,1,162736.41,0.0,1687448.48,0,-82747.44,0.010000000009313226
11,0,200116.1,18174.13,2485268.26,0,-0.010000000005675247,22674.39000000013
68,1,281743.12,0.0,-1.0,1,0.0,281743.12
7,1,183250.54,0.0,23013.03,0,-112786.61000000002,193896.51
45,0,85496.08,0.0,337988.28,0,-43820.08,-0.010000000009313226
45,1,147926.68,0.0,898317.62,0,-106250.68,-1.1641532182693481e-10
35,0,310395.78,0.0,319590.26,0,-290253.78,0.0
9,0,316188.71,0.0,2050832.11,0,-274512.71,-56512.710000000196
10,0,466654.45,636774.75,2666573.93,0,0.0,-1174776.11
44,0,68942.41,0.0,3336437.5,0,-27266.410000000003,0.0
42,0,63075.25,0.0,317303.56,0,-21399.25,0.0
12,0,296496.86,0.0,813869.58,0,-254820.86,0.010000000009313226
40,0,10705.44,0.0,10705.44,0,-10245.44,0.0
15,1,488493.88,0.0,2593551.47,0,-446817.88,-0.01000000024214387
42,1,980631.39,0.0,4573164.78,0,-938955.39,-0.010000000707805157
34,0,224691.23,257745.77,1445259.59,0,0.0,0.0
37,1,1842.0,0.0,-1.0,1,0.0,1842.0
19,0,26347.54,0.0,334561.77,0,-5797.540000000001,-5.820766091346741e-11
36,0,165015.91,0.0,1139890.12,0,-163984.91,-2.3283064365386963e-10
15,0,178409.43,0.0,435731.75,0,-106767.43,0.0
12,0,240351.78,0.0,1058109.71,0,-231583.78,-817604.9299999999
39,0,63512.96,0.0,3664348.24,0,-21517.96,-4.656612873077393e-10
13,1,123194.95,0.0,263908.84,1,-43728.5,395219.26999999996
8,1,576611.33,0.0,7984433.54,0,-534935.33,-2077377.71
44,0,35548.15,0.0,289927.88,0,6127.8499999999985,0.0
10,1,1070937.15,0.0,2620054.47,0,-1029261.1499999999,-354156.4400000004
16,0,333410.66,0.0,333410.66,0,-285192.66,0.0
22,0,98272.48,0.0,339252.68,0,-8244.289999999994,0.0
35,0,62681.87,0.0,2184741.61,0,-21005.870000000003,4.656612873077393e-10
42,0,265217.01,0.0,265217.01,0,-205087.01,0.0
41,0,84425.34,0.0,812163.27,0,-42749.34,-0.010000000009313226
41,0,144783.6,0.0,759931.34,0,-103107.6,0.0
18,0,334862.25,0.0,334862.25,0,-317766.25,0.0
5,1,10119.47,0.0,-1.0,1,0.0,10119.47
12,1,94261.23,0.0,857273.68,0,-52585.229999999996,-355377.4700000001
32,1,604933.67,0.0,-1.0,1,0.0,604933.67
19,0,83362.42,0.0,300172.13,0,-41686.42,-121809.37
33,0,15952.55,12337.45,15952.55,0,0.0,0.0
36,0,254870.66,0.0,6421420.35,0,-213194.66,0.010000000707805157
46,0,239219.12,0.0,1452415.99,0,-197543.12,2.3283064365386963e-10
12,0,175898.12,0.0,2782927.73,0,-134222.12,-0.009999999776482582
39,1,527370.99,0.0,1124570.83,0,-485694.99,0.009999999776482582
43,0,55279.28,0.0,63674.16,0,-48890.28,-7.275957614183426e-12
43,0,135154.92,0.0,1866969.95,0,-123951.92000000001,0.0
43,0,6140.55,0.0,3992087.93,0,35535.45,-4.656612873077393e-10
14,1,196637.54,0.0,196637.54,0,-172695.54,0.0
15,0,373462.8,0.0,5605643.12,0,-245948.3,38506.449999999255
42,1,660262.81,0.0,1117465.63,0,-628963.81,2.3283064365386963e-10
16,0,149895.04,0.0,984221.59,0,-99505.04000000001,1.1641532182693481e-10
43,0,21738.02,0.0,12304516.95,0,19937.98,0.0
46,0,57034.06,0.0,138331.26,0,-15358.059999999998,0.0
64,0,3097121.75,0.0,3097121.75,1,0.0,0.0
38,0,590426.02,0.0,3242700.01,0,-548750.02,-0.009999999776482582
10,0,112942.23,0.0,3485048.91,0,-112554.23,-477989.3200000003
34,0,164487.29,0.0,2955646.09,0,-10320.290000000008,0.0
8,1,98322.8,0.0,1981093.98,0,-56646.8,0.0
42,0,84900.09,0.0,306811.8,0,-43224.09,0.0
37,0,3440.63,0.0,423342.77,0,38235.37,-406872.42000000004
17,0,328415.81,0.0,793666.09,0,-129977.94,1.1641532182693481e-10
85,1,8924971.59,0.0,-1.0,1,0.0,8924971.59
69,1,967954.01,0.0,-1.0,1,0.0,967954.01
20,0,153592.2,0.0,2348093.8,0,-111916.20000000001,0.01000000024214387
41,0,447362.12,0.0,1418740.21,0,-136476.12,0.0
42,0,15079.84,0.0,457913.22,0,26596.16,-258508.67999999996
19,1,701923.87,0.0,701923.87,0,-635695.87,0.0
39,0,220931.81,0.0,220931.81,0,-217704.81,0.0
36,0,14439.58,0.0,379681.24,0,27236.42,0.010000000009313226
94,0,115020.65,0.0,304987.66,0,-101562.65,-0.009999999951105565
33,0,170283.44,0.0,170283.44,0,-149320.44,0.0
10,1,59835.0,0.0,-1.0,1,0.0,59835.0
36,0,404498.8,0.0,1214437.17,0,-362822.8,0.0
36,0,273667.18,0.0,1222187.67,0,-271722.18,0.0
39,0,396105.41,0.0,455178.97,0,-317766.41,0.0
37,0,23243.56,11113.44,135876.06,0,-1.8189894035458565e-12,0.0
39,0,13177.4,0.0,849116.86,0,28498.6,-0.010000000009313226
14,0,366191.7,0.0,907537.84,0,-365293.7,-474377.77999999997
13,0,470447.88,0.0,648327.91,0,-428771.88,342493.5099999999
24,1,693416.9,0.0,693416.9,0,-691250.9,0.0
18,0,91237.66,0.0,383896.99,0,-53384.66,0.0
47,0,111315.5,0.0,705298.87,0,-69639.5,0.0
71,1,386996.34,0.0,-1.0,1,0.0,386996.34
22,0,59167.13,0.0,816698.9,0,-27877.129999999997,0.0
8,0,219127.5,0.0,318574.94,0,-156467.5,5023.760000000009
39,0,42624.65,278410.09,941695.64,0,-5.820766091346741e-11,0.0
48,0,81136.9,0.0,313951.29,0,-55821.299999999996,5.820766091346741e-11
35,1,1133441.2,0.0,1133441.2,0,-1117261.2,0.0
94,0,172088.22,0.0,423000.78,0,-130412.22,0.0
42,0,636007.09,0.0,4889989.07,0,-594331.09,0.0
13,0,33686.39,161590.61,165738.39,0,0.0,0.0
39,0,399428.8,0.0,2692063.58,0,-357752.8,-203419.81000000006
30,0,236947.25,0.0,307031.53,1,0.0,0.0
42,0,92949.09,0.0,121230.23,0,-87893.09,0.0
34,0,74969.7,339463.3,2040621.32,0,0.0,0.0
39,0,152042.16,0.0,862470.18,1,0.0,0.0
37,0,325670.34,0.0,716429.78,0,-294324.34,-226143.26
43,0,362152.77,0.0,644962.23,1,0.0,0.010000000009313226
20,0,22837.25,28458.75,222763.95,0,0.0,-0.010000000009313226
52,0,1093155.19,0.0,3059606.83,1,0.0,0.0
6,0,216422.0,0.0,48630.5,1,0.0,177888.5
14,0,209679.45,0.0,4921375.84,0,-168003.45,-529829.25
48,0,147267.01,0.0,64210.56,1,0.0,190474.45
37,0,243241.23,0.0,341386.86,0,-203630.23,0.0
40,1,226932.87,0.0,1141350.01,0,-185256.87,0.010000000009313226
36,0,307375.01,0.0,307375.01,0,-103952.01000000001,0.0
38,0,23080.18,0.0,1515204.99,0,18595.82,0.0
11,0,234099.99,0.0,2292560.82,0,-227345.99,143120.22999999998
43,0,264234.62,0.0,2881200.6,0,-222558.62,-19458.25
21,0,113505.2,0.0,2041214.67,0,-71829.2,0.0
10,0,355011.49,0.0,356680.49,0,-304433.49,0.0
40,0,137163.1,0.0,851218.75,0,-95487.1,0.0
20,0,59664.98,0.0,254976.44,0,-17988.980000000003,0.0
37,0,106308.96,0.0,4168532.97,0,-64632.96000000001,-311478.51000000024
12,0,21726.49,0.0,380956.08,0,19949.51,37785.75
13,0,238519.13,0.0,622077.49,0,-196843.13,0.010000000009313226
9,1,840847.0,0.0,4247234.59,0,-799171.0,0.0
51,0,202887.77,0.0,202887.77,1,0.0,0.0
12,0,38412.26,0.0,488296.0,0,3263.739999999998,-233635.66999999998
1,0,416001.33,0.0,9291619.62,1,-374325.33,-8875516.29
43,0,250494.72,0.0,250494.72,0,-226243.72,0.0
39,0,238717.5,0.0,671690.05,1,0.0,168538.84999999998
5,0,120074.73,0.0,120074.73,1,0.0,0.0
41,0,75724.05,0.0,5262255.73,0,-29478.050000000003,-607146.0300000003
18,1,739443.38,0.0,2184904.19,0,-697767.38,0.01000000024214387
17,1,232126.8,0.0,616877.24,0,-190450.8,0.0
20,0,26183.42,0.0,1562989.36,0,15492.580000000002,-2.3283064365386963e-10
16,0,245778.82,0.0,665991.09,0,-204102.82,1.1641532182693481e-10
41,0,281268.29,0.0,1067561.15,0,-239592.28999999998,-120911.23999999999
16,0,279374.6,0.0,1315451.27,0,-237181.59999999998,0.0
43,0,155017.62,0.0,387641.85,0,-113341.62,0.0
40,1,212613.29,0.0,-1.0,1,0.0,212613.29
16,0,4075.54,0.0,2706185.92,0,37600.46,0.0
12,0,60904.67,0.0,2015800.93,0,-19228.67,-1122061.2799999998
14,0,595698.18,0.0,294332.98,0,-563932.18,313613.20000000007
20,0,113143.86,0.0,1375432.06,0,-83064.86,0.0
38,0,111497.78,0.0,111497.78,0,-111132.78,0.0
39,1,1208371.75,0.0,10788590.08,0,-1166695.75,0.009999999776482582
42,0,269440.31,0.0,4683591.25,0,-73877.56,0.0
12,1,157262.53,0.0,1535350.51,0,-115586.53,0.0
33,0,38561.72,0.0,321073.31,0,3114.279999999999,5.820766091346741e-11
36,0,313212.72,0.0,1241541.47,0,-271536.72,0.010000000009313226
61,0,475368.94,0.0,1823395.67,1,0.0,0.0
17,1,101038.49,0.0,101038.49,0,-89291.49,0.0
16,1,909720.54,0.0,12502117.26,0,-868044.54,1.862645149230957e-09
17,0,51409.65,0.0,2376079.45,0,-9733.650000000001,-4.656612873077393e-10
50,0,112668.54,0.0,112668.54,1,0.0,0.0
9,0,148647.59,0.0,62728.17,0,-147763.59,278308.61000000004
35,0,265146.31,0.0,489878.55,0,-217958.31,0.0
42,1,246645.12,0.0,1142916.88,0,-204969.12,0.0
13,0,198567.79,0.0,4240524.26,0,-177822.79,-703456.2999999998
14,0,186782.91,0.0,971895.43,0,-183308.91,-735082.52
37,1,234864.16,0.0,349344.38,0,-213132.16,0.0
34,0,428644.58,0.0,2413904.0,0,-386968.58,0.0
21,0,273577.5,0.0,1033460.72,0,-231901.5,0.0
41,0,1270564.34,0.0,1270564.34,1,0.0,0.0
40,1,20314.97,0.0,-1.0,1,0.0,20314.97
6,0,85354.69,0.0,10612.55,1,0.0,85912.14
38,0,25214.16,11306.84,25214.16,0,0.0,0.0
44,1,637105.2,0.0,3356744.07,0,-595429.2,-0.01000000024214387
6,0,25975.86,0.0,28041.27,1,0.0,96086.59
20,0,234478.31,0.0,1371885.84,0,-192802.31,0.0
10,0,25710.86,0.0,55650.28,0,15965.14,0.0
40,0,26950.06,0.0,282380.27,1,0.0,0.0
95,0,98995.71,0.0,1889824.01,0,-45532.71000000001,0.0
74,0,59127.34,0.0,76334.36,1,0.0,0.0
34,0,453026.16,0.0,1335116.09,0,-411350.16,-814.5600000000559
10,0,101179.21,0.0,5019066.83,0,-59503.21000000001,0.0
40,0,503431.74,0.0,987768.19,0,-495784.74,0.010000000009313226
18,0,189699.09,0.0,68982.18,0,-169352.09,138138.91
17,0,71197.37,0.0,71197.37,0,-71137.37,0.0
25,1,217231.0,0.0,-1.0,1,0.0,217231.0
43,0,227978.52,0.0,337999.5,0,-227799.52,0.0
36,1,1843496.35,0.0,7708998.08,0,-1801820.35,-498103.8900000006
11,0,442948.32,0.0,569293.0,0,-209449.7,-126344.68
33,0,394610.67,0.0,485758.27,0,-387991.67,0.0
40,0,310816.36,0.0,1121180.91,0,-269140.36,-0.010000000009313226
36,0,487129.23,0.0,1523135.58,0,-470944.23,0.0
9,0,102757.04,0.0,0.0,0,-61081.03999999999,302414.04
46,0,161271.23,0.0,405495.88,0,-156731.23,0.0
42,0,57375.88,280350.07,1865979.73,0,0.0,0.0
74,0,4582074.51,0.0,4736109.45,1,0.0,0.0
18,0,55805.83,0.0,505787.81,0,-14129.830000000002,-0.010000000009313226
36,0,224593.9,0.0,786106.43,0,-182917.9,0.0
72,1,3243092.91,0.0,-1.0,1,0.0,3243092.91
52,1,1093155.19,0.0,-1.0,1,0.0,1093155.19
41,0,70872.65,0.0,70872.65,0,-29654.649999999994,0.0
14,0,494355.23,0.0,1711226.29,0,-491279.23,0.0
60,0,1026208.84,0.0,1379656.35,1,0.0,0.0
12,0,76829.48,0.0,328835.71,0,-35153.479999999996,0.0
42,0,249214.45,0.0,322295.64,0,-158661.45,-0.010000000009313226
38,0,433498.1,0.0,164850.77,0,-422883.1,268647.32999999996
14,0,139779.54,0.0,2085661.58,0,-98103.54000000001,-729226.76
19,0,32928.51,0.0,128219.57,0,8747.489999999998,64781.29999999999
10,0,596013.31,0.0,480288.99,0,-474900.30000000005,115724.32000000007
40,0,77782.27,0.0,620768.06,0,-36106.270000000004,0.0
44,0,129420.26,0.0,1262533.45,0,-123154.26,0.0
46,0,37260.68,0.0,1762889.51,0,4415.32,0.0
17,1,53421.38,0.0,1315295.1,0,-11745.379999999997,-133910.50000000023
43,0,131329.05,0.0,5612081.62,0,-71587.04999999999,0.0
16,0,264861.96,0.0,1526099.61,0,-223185.96000000002,-178413.3500000001
20,0,153085.85,0.0,1524661.33,0,-52326.15000000001,0.0
10,0,503405.88,0.0,533074.88,1,0.0,0.0
63,1,1693962.01,0.0,-1.0,1,0.0,1693962.01
10,0,160123.94,0.0,161880.19,0,-109379.94,0.0
46,0,75930.66,0.0,1214010.29,0,-34254.66,-2.3283064365386963e-10
10,0,447205.94,0.0,319687.55,0,-429776.94,127518.39000000001
39,1,1133840.04,0.0,11488867.76,0,-1133711.52,1.862645149230957e-09
9,1,350705.74,0.0,1184633.07,1,0.0,-833927.3300000001
22,0,226161.43,0.0,690688.6,0,-184485.43,0.010000000009313226
15,0,254894.15,0.0,512093.8,0,-213218.15,-0.009999999951105565
34,0,865948.49,0.0,865948.49,1,0.0,0.0
15,1,515549.68,0.0,515549.68,0,-515487.68,0.0
10,0,540624.63,0.0,840728.87,0,-537132.16,-247690.24
18,1,751826.39,0.0,3496978.37,0,-710150.39,0.0
36,0,172073.78,0.0,2191979.53,0,-140993.78,-379734.23999999976
11,0,196390.81,0.0,8147961.38,0,-154714.81,-345713.8100000005
13,0,42876.67,0.0,42876.67,0,-42429.67,0.0
44,0,177854.18,0.0,2999787.66,0,-162583.63999999998,0.0
42,0,127537.66,0.0,439757.74,0,-85861.66,0.0
34,0,290167.52,0.0,247372.8,0,-287941.52,42794.72000000003
36,0,82017.59,0.0,82017.59,0,-16522.589999999997,0.0
17,0,257517.08,0.0,1484646.33,0,-215841.08,-0.010000000009313226
9,0,273668.29,0.0,2056865.0,0,-231992.28999999998,0.0
15,0,15437.38,0.0,160751.0,0,26238.620000000003,0.0
18,0,468501.83,0.0,2820874.89,0,-460375.36000000004,0.0
36,0,15799.03,0.0,227325.53,0,25876.97,-142313.0
33,1,148532.87,0.0,1802447.13,0,-101764.87,0.01000000024214387
26,0,1646181.09,0.0,1866206.29,1,0.0,0.0
10,0,244013.18,0.0,0.0,0,-213955.18,286587.18
18,1,464320.64,0.0,7119730.66,0,-458178.64,-225370.30000000075
40,0,235786.87,0.0,1022762.38,0,-194110.87,0.010000000009313226
42,1,522286.49,0.0,1340458.35,0,-480610.49,0.0
36,0,134367.9,0.0,134367.9,0,-104077.9,0.0
43,0,229143.85,0.0,338639.64,0,-180231.85,0.0
19,0,17569.74,0.0,2050597.66,0,-16602.74,-136141.1399999999
10,0,271861.08,174154.51,2143468.97,0,0.0,225990.31999999983
19,0,88705.78,0.0,1201561.89,0,-47029.78,2.3283064365386963e-10
40,1,438114.68,0.0,786440.67,0,-427528.68,-1.1641532182693481e-10
16,0,228035.15,0.0,1075286.66,0,-216396.15,0.0
22,0,89941.97,0.0,194658.39,0,-48265.97,0.0
12,0,183338.4,0.0,190183.25,0,-161472.4,46546.84999999998
38,0,382479.79,0.0,1479404.37,0,-340803.79,-0.010000000009313226
12,0,81893.61,0.0,905123.71,0,-53128.61,-533729.6
39,0,499775.92,0.0,874306.41,0,-488104.92,-1.1641532182693481e-10
37,0,282527.17,0.0,282527.17,0,-261407.16999999998,0.0
35,0,412158.57,0.0,973362.04,0,-400477.57,0.0
43,0,194660.0,0.0,1017712.04,0,-152984.0,0.0
20,0,448025.06,0.0,519704.99,1,0.0,0.0
40,1,300247.49,0.0,300247.49,0,-299016.49,0.0
78,0,178569.48,0.0,441698.01,1,0.0,0.0
20,0,56907.26,0.0,264738.15,0,-56078.26,0.0
38,0,238375.33,0.0,671182.04,0,-101501.09999999998,0.0
43,0,18653.42,0.0,217818.71,0,23022.58,2.9103830456733704e-11
20,0,82561.27,0.0,1343425.64,0,-35991.75000000001,2.3283064365386963e-10
35,1,1183158.75,0.0,3016446.11,0,-1141482.75,4.656612873077393e-10
