step;type_id;amount;nameOrig;oldbalanceOrg;newbalanceOrig;nameDest;oldbalanceDest;newbalanceDest;isFraud;isFlaggedFraud
16;1;340457.5;C25024209;4174.0;344631.5;C1352754680;0.0;0.0;0;0
22;3;33567.81;C1376781810;0.0;0.0;M1121894804;0.0;0.0;0;0
8;1;175285.45;C654393495;15213.0;190498.45;C124017533;54113.99;0.0;0;0
36;1;49478.48;C1567056987;387104.0;436582.48;C1218333896;0.0;0.0;0;0
37;3;6475.87;C1949559209;150787.0;144311.13;M1442908829;0.0;0.0;0;0
10;2;98345.05;C1079541005;0.0;0.0;C1354590149;296111.19;140146.09;0;0
20;3;12531.76;C1845781017;0.0;0.0;M402892075;0.0;0.0;0;0
41;2;32742.97;C704250078;0.0;0.0;C1282466142;536532.21;569275.18;0;0
15;3;436.81;C1068236321;63291.69;62854.88;M424656391;0.0;0.0;0;0
38;2;43853.12;C992391508;23937.82;0.0;C614993350;0.0;43853.12;0;0
34;1;142870.68;C1900306071;7572738.8;7715609.48;C194185891;1048976.26;906105.58;0;0
12;2;150382.43;C148526055;835447.12;685064.69;C527175306;228547.83;378930.26;0;0
8;3;4454.4;C332817639;1906388.0;1901933.6;M1797439027;0.0;0.0;0;0
13;3;33939.71;C1366854035;100865.0;66925.29;M823813944;0.0;0.0;0;0
20;1;228827.79;C1330146147;90135.38;318963.17;C716861219;826305.83;597478.04;0;0
39;2;173667.65;C566888983;26202.0;0.0;C861638092;0.0;173667.65;0;0
34;3;7227.87;C1192897393;0.0;0.0;M1610265933;0.0;0.0;0;0
38;2;18585.51;C1463815470;3695.0;0.0;C332767763;372039.44;390624.95;0;0
17;4;408399.64;C2032633331;11496.0;0.0;C654508425;0.0;408399.64;0;0
19;2;400456.62;C1722563891;208128.81;0.0;C1221245680;4552514.34;4952970.96;0;0
47;3;2168.68;C999460117;16771.0;14602.32;M679514090;0.0;0.0;0;0
33;2;1881.82;C88933939;37414.0;35532.18;C1229535833;0.0;1881.82;0;0
18;2;99068.31;C1995712291;0.0;0.0;C1973610362;466695.92;565764.23;0;0
42;1;169221.52;C2089614862;30758.0;199979.52;C609936973;105690.95;0.0;0;0
16;1;341308.48;C1756843185;10435034.32;10776342.8;C1134566569;394234.69;227470.89;0;0
44;3;2334.2;C1871089595;494072.36;491738.16;M1168727734;0.0;0.0;0;0
20;4;305093.83;C1858471381;0.0;0.0;C632449116;1020164.88;1720693.45;0;0
11;3;3762.78;C84397446;220441.73;216678.95;M1610853412;0.0;0.0;0;0
20;4;805526.72;C1276483516;41175.0;0.0;C1849338519;688278.36;1493805.08;0;0
46;1;247889.91;C2135969566;8006290.03;8254179.94;C1269405790;491578.44;243688.53;0;0
21;2;117704.89;C1101416528;101682.05;0.0;C987098786;223384.27;341089.16;0;0
12;2;48743.04;C58874116;0.0;0.0;C935135907;337882.09;386625.13;0;0
12;2;111863.8;C359885184;2169.0;0.0;C1885613878;0.0;289543.19;0;0
45;1;117043.56;C1979751234;12681.0;129724.56;C1143376926;51004.58;0.0;0;0
43;2;247429.03;C1166918407;11412.0;0.0;C1587003840;248366.0;151599.62;0;0
46;4;1250266.22;C1112329449;0.0;0.0;C1325861583;13995976.25;15246242.47;0;0
8;3;22753.78;C1652731974;293449.29;270695.51;M955359500;0.0;0.0;0;0
36;2;357239.64;C321362023;776.0;0.0;C1694620493;0.0;357239.64;0;0
45;3;13074.63;C1051444349;104721.0;91646.37;M833768640;0.0;0.0;0;0
13;2;12845.56;C916335562;7234.0;0.0;C1647015718;0.0;12845.56;0;0
19;1;172576.57;C1929688423;137773.0;310349.57;C1741709599;373122.64;223488.93;0;0
17;3;1605.27;C468283278;0.0;0.0;M661336116;0.0;0.0;0;0
10;2;116658.03;C209135746;3186.0;0.0;C1416283760;521738.74;638396.77;0;0
18;3;20009.08;C1061400590;11483.0;0.0;M1673212259;0.0;0.0;0;0
10;2;28294.71;C817979639;15155.0;0.0;C707062249;567077.88;157539.82;0;0
16;3;5244.88;C1639188242;10651.0;5406.12;M1090784930;0.0;0.0;0;0
18;1;91233.23;C98374538;7117811.02;7209044.25;C1541384409;145250.71;107222.95;0;0
46;3;40769.63;C496773674;0.0;0.0;M259749344;0.0;0.0;0;0
17;3;11936.97;C253796108;0.0;0.0;M1054999399;0.0;0.0;0;0
18;4;225340.35;C2018893263;0.0;0.0;C698201800;380927.51;495726.09;0;0
43;3;8147.41;C1928052542;0.0;0.0;M1708639358;0.0;0.0;0;0
44;1;2108.32;C580129188;15832029.74;15834138.06;C273747506;5224667.49;5222559.17;0;0
41;2;107701.05;C882605848;34185.0;0.0;C857697888;118142.29;225843.34;0;0
37;4;136784.84;C352740335;438001.59;301216.75;C1476604053;253026.72;389811.56;0;0
18;3;16634.92;C340868707;0.0;0.0;M772861263;0.0;0.0;0;0
11;2;226881.87;C925084569;19646.51;0.0;C1857906618;12250609.99;12477491.86;0;0
10;3;27609.21;C949969316;0.0;0.0;M623840681;0.0;0.0;0;0
10;1;257868.13;C201990874;13353.0;271221.13;C2130699331;788.0;0.0;0;0
16;2;62625.37;C760738794;16396.0;0.0;C1853103014;651378.85;714004.22;0;0
41;3;1777.01;C933780454;0.0;0.0;M203255305;0.0;0.0;0;0
15;1;94868.17;C384429512;1510417.36;1605285.54;C1078540763;0.0;0.0;0;0
44;2;44629.87;C934229151;0.0;0.0;C1621981895;1984123.25;2028753.12;0;0
20;3;5036.97;C688275799;0.0;0.0;M992076583;0.0;0.0;0;0
38;3;5651.82;C107967301;0.0;0.0;M1589103126;0.0;0.0;0;0
20;1;2650.49;C1231503672;316461.94;319112.44;C100711549;252152.93;249502.43;0;0
46;3;10822.41;C1412024578;354214.21;343391.8;M880073752;0.0;0.0;0;0
17;1;74759.31;C925198363;9772510.38;9847269.69;C1538204024;321440.0;31518.63;0;0
15;3;17376.28;C1083063624;0.0;0.0;M330676958;0.0;0.0;0;0
2;2;205054.97;C2050124277;17996.17;0.0;C451111351;3419944.48;2560556.45;0;0
48;1;16604.69;C1118189286;7469.65;24074.34;C1301056266;168001.65;151396.96;0;0
22;3;13586.31;C1530711389;5431.0;0.0;M636841897;0.0;0.0;0;0
48;3;474.18;C908213711;111286.0;110811.82;M2049938799;0.0;0.0;0;0
34;1;234075.07;C1182759925;1940279.24;2174354.32;C401162307;1112666.47;878591.4;0;0
33;3;14235.97;C773093019;257000.81;242764.84;M1547429698;0.0;0.0;0;0
34;3;3796.67;C452176455;0.0;0.0;M161787332;0.0;0.0;0;0
15;1;213750.76;C1589438956;2300148.59;2513899.35;C1279968286;826606.6;612855.83;0;0
15;2;160260.34;C2046750972;0.0;0.0;C1751353652;510303.96;1271606.87;0;0
37;5;4640.43;C1229806936;21048.0;16407.57;C1561079606;1502617.35;1507257.78;0;0
10;1;109489.38;C971202439;11651010.14;11760499.51;C1810970338;207616.12;77668.49;0;0
45;1;205663.39;C498653794;2265091.15;2470754.55;C776404949;3720247.14;3514583.75;0;0
21;1;208739.27;C1746083545;20483.0;229222.27;C706705004;336803.44;128064.17;0;0
19;2;309226.27;C847595921;149295.0;0.0;C1436347886;0.0;309226.27;0;0
13;3;2043.95;C1939079142;1387855.82;1385811.87;M1077042150;0.0;0.0;0;0
40;3;7652.99;C100852731;104201.0;96548.01;M1599581170;0.0;0.0;0;0
40;2;224258.97;C1766405839;140814.8;0.0;C761783681;785101.17;1009360.14;0;0
10;1;28553.84;C916730609;4077532.72;4106086.56;C1501701470;9337954.3;9309400.46;0;0
39;2;25113.25;C884165237;0.0;0.0;C1966249744;47571.57;72684.82;0;0
39;2;220487.21;C1403451599;0.0;0.0;C2144020934;2612574.5;2833061.71;0;0
19;3;5012.86;C538471174;14214.0;9201.14;M661718481;0.0;0.0;0;0
20;1;94751.28;C1903423236;68.0;94819.28;C433115563;5677862.15;5583110.86;0;0
13;3;22035.89;C1141328927;7055.0;0.0;M1221831069;0.0;0.0;0;0
33;2;247464.45;C947158218;0.0;0.0;C1025354079;2666203.9;2913668.35;0;0
38;2;130361.86;C1018178906;0.0;0.0;C1714051296;2576724.95;2707086.81;0;0
10;3;22060.29;C1492836852;12122.88;0.0;M966264478;0.0;0.0;0;0
18;1;51630.5;C1916885841;3738335.03;3789965.53;C2105766404;62809.1;11178.6;0;0
44;3;1618.98;C2018426898;255569.0;253950.02;M779062211;0.0;0.0;0;0
12;4;71288.34;C1226012532;0.0;0.0;C1366296025;334085.56;150670.59;0;0
9;3;6202.59;C831849526;155.0;0.0;M90790210;0.0;0.0;0;0
12;2;1578.89;C1996096340;235085.0;233506.11;C1114374362;0.0;1578.89;0;0
11;2;239496.24;C1125973002;11645.0;0.0;C1005747091;993452.78;1423293.69;0;0
22;3;596.84;C1889289236;0.0;0.0;M1089940136;0.0;0.0;0;0
10;2;15528.26;C957755771;0.0;0.0;C703083527;974145.55;989673.81;0;0
14;1;251072.3;C1955996844;277.0;251349.3;C443802967;243015.32;663649.58;0;0
40;3;34710.23;C1055446320;136.0;0.0;M71256050;0.0;0.0;0;0
20;2;219379.72;C362882819;0.0;0.0;C111490303;2183194.9;2402574.62;0;0
10;1;80102.15;C81336878;18865714.09;18945816.24;C1949430968;2083227.64;2606188.03;0;0
15;1;71144.07;C1701379426;11072694.56;11143838.63;C1922047543;161019.28;89875.2;0;0
93;1;133326.94;C352076372;8767372.39;8900699.33;C228395727;1936478.62;1803151.68;0;0
36;1;368370.54;C79305033;15082610.25;15450980.79;C1307695438;1270058.36;901687.81;0;0
35;1;182433.95;C1657839663;21510.0;203943.95;C257405372;0.0;0.0;0;0
38;2;54509.6;C1341545392;0.0;0.0;C698127433;3375020.19;3429529.79;0;0
43;2;327297.59;C1782594645;0.0;0.0;C1935380921;6637860.64;6965158.23;0;0
39;5;4092.87;C313456399;797740.0;793647.13;C1562100880;547175.17;619121.38;0;0
33;2;154519.16;C1238130461;0.0;0.0;C1613438181;482719.08;637238.23;0;0
40;1;67589.05;C2143743950;1325623.45;1393212.5;C1127591584;588347.71;520758.66;0;0
10;2;340184.78;C1575084983;217429.74;0.0;C478278193;695620.68;876576.42;0;0
41;1;297842.09;C1489349778;1847528.78;2145370.87;C354369138;1748959.68;1451117.58;0;0
24;2;75433.33;C556268650;0.0;0.0;C680521527;1702037.33;1777470.66;0;0
13;2;115739.07;C702069793;78675.97;0.0;C1732113354;509566.15;625305.22;0;0
10;2;227155.69;C169936423;1000.0;0.0;C1110716021;5301.48;640323.24;0;0
10;2;379361.24;C1496040491;0.0;0.0;C25537313;623393.55;981324.87;0;0
19;3;1514.88;C1542468904;0.0;0.0;M474723102;0.0;0.0;0;0
12;4;2893666.56;C1970062704;16967.0;0.0;C320931047;467818.04;3361484.6;0;0
43;3;16466.01;C526370408;471729.45;455263.44;M1236327751;0.0;0.0;0;0
38;3;3133.62;C2030050983;205384.0;202250.38;M2084653668;0.0;0.0;0;0
33;3;5111.0;C260543679;0.0;0.0;M1505044567;0.0;0.0;0;0
23;4;21797.32;C1002066675;0.0;0.0;C2006973036;591412.42;613209.74;0;0
22;3;6437.54;C1235344406;11390.0;4952.46;M861526045;0.0;0.0;0;0
40;2;117745.56;C1383705841;0.0;0.0;C307886493;339533.39;457278.95;0;0
33;3;6284.27;C1153841912;12579.0;6294.73;M754955809;0.0;0.0;0;0
19;3;16.35;C1423215633;205963.74;205947.4;M1664750323;0.0;0.0;0;0
35;3;10353.87;C2087218565;4051.0;0.0;M1535981338;0.0;0.0;0;0
39;2;95880.68;C505446564;348263.0;252382.32;C2137551454;42340.19;138220.87;0;0
20;2;213480.52;C1659372896;9169.0;0.0;C1756674523;111061.05;324541.57;0;0
42;3;2918.64;C2025926790;156.0;0.0;M577961111;0.0;0.0;0;0
33;3;4774.7;C315472412;20261.0;15486.3;M1805128825;0.0;0.0;0;0
38;2;61081.42;C396081120;120441.0;59359.58;C168782503;0.0;61081.42;0;0
17;4;815577.49;C704529397;20896.0;0.0;C420141729;713012.25;1528589.74;0;0
24;3;1358.84;C1220888849;8716.0;7357.16;M1511225965;0.0;0.0;0;0
43;1;156769.56;C1584886580;7982434.29;8139203.85;C176022149;1150919.1;708733.63;0;0
35;2;320097.43;C571300711;15175.0;0.0;C1634313644;504858.42;1364023.41;0;0
42;3;5818.63;C633559738;0.0;0.0;M1979051798;0.0;0.0;0;0
15;3;10938.16;C934036261;352105.61;341167.46;M1870247409;0.0;0.0;0;0
39;2;119248.52;C774198395;281926.0;162677.48;C1529736160;298526.72;417775.24;0;0
43;4;219792.5;C1374485253;0.0;0.0;C1874297237;547585.34;767377.84;0;0
19;2;73803.13;C865611981;0.0;0.0;C1332429382;1148974.83;1222777.95;0;0
18;3;4422.9;C31518767;5008.0;585.1;M263006820;0.0;0.0;0;0
17;2;507360.37;C222293985;237777.0;0.0;C1861570567;131983.07;639343.44;0;0
33;2;54450.05;C410326113;0.0;0.0;C563925518;102024.09;156474.13;0;0
10;3;22853.73;C1006401377;0.0;0.0;M402731360;0.0;0.0;0;0
17;2;25594.64;C1645186938;0.0;0.0;C671474674;124911.14;0.0;0;0
41;2;72112.37;C1025687217;20561.0;0.0;C114651308;805593.64;877706.02;0;0
37;4;539448.99;C1956464449;0.0;0.0;C304527798;2322004.7;2861453.68;0;0
37;2;15794.41;C316555908;21626.0;5831.59;C1152097769;0.0;15794.41;0;0
48;3;891.05;C777178492;11477.48;10586.44;M629452946;0.0;0.0;0;0
35;2;557215.31;C336119113;31042.0;0.0;C531945435;114755.32;251513.73;0;0
21;3;8792.26;C1881806448;41051.0;32258.74;M682110435;0.0;0.0;0;0
19;3;6330.9;C1316489836;43386.05;37055.15;M882873907;0.0;0.0;0;0
36;4;307456.27;C730063680;28733.0;0.0;C931765282;1612558.21;1920014.48;0;0
41;1;14562.36;C601968384;72940.64;87503.0;C1299144517;1154559.56;1139997.2;0;0
17;2;265166.33;C914819416;300771.57;35605.24;C1576862720;303308.57;568474.9;0;0
18;2;157235.7;C666472848;9307.45;0.0;C798696622;2987677.34;3450794.78;0;0
43;1;213596.22;C1270643485;17648.0;231244.22;C515826388;1358994.78;1188718.5;0;0
43;2;188082.28;C187738309;123983.0;0.0;C200064275;1112608.5;1149738.38;0;0
37;2;23640.82;C1751400443;105851.0;82210.18;C1442739029;0.0;235551.28;0;0
9;2;50119.74;C1520280243;0.0;0.0;C279772974;54195.66;0.0;0;0
10;2;113968.63;C271010204;0.0;0.0;C597128089;81816.56;195785.19;0;0
19;1;344161.8;C1811199915;121585.0;465746.8;C494512311;0.0;0.0;0;0
21;2;27107.93;C676682459;0.0;0.0;C1564843825;605057.03;632164.96;0;0
19;2;46896.48;C366431092;774395.72;727499.24;C968190034;79431.37;188595.26;0;0
39;1;230184.24;C1343063399;7868647.67;8098831.91;C446336510;355560.31;125376.07;0;0
37;2;235702.48;C1882177299;0.0;0.0;C595348667;640982.92;876685.4;0;0
14;3;1031.11;C63240884;21010.61;19979.5;M895965074;0.0;0.0;0;0
45;3;2702.66;C1513603543;24583.0;21880.34;M899405426;0.0;0.0;0;0
18;2;14424.29;C99298408;0.0;0.0;C1244464975;119202.8;133627.09;0;0
13;2;544866.94;C1567076038;68501.0;0.0;C24176920;13326071.66;14447872.01;0;0
43;2;198073.2;C800031487;0.0;0.0;C816250914;1438638.38;1636711.58;0;0
8;1;292039.83;C747607286;822146.0;1114185.83;C440480434;10198.0;0.0;0;0
20;3;7002.93;C1192058754;170687.16;163684.23;M8441036;0.0;0.0;0;0
21;2;80769.11;C6663802;0.0;0.0;C1346150082;113667.78;194436.89;0;0
11;3;25408.65;C157510231;138399.97;112991.32;M439881623;0.0;0.0;0;0
20;1;304800.31;C1807168112;1220082.04;1524882.35;C975774677;1946311.94;1641511.63;0;0
94;1;63380.43;C1482196993;102411.0;165791.43;C1914087811;451324.28;387943.85;0;0
11;3;13841.03;C91848790;309623.0;295781.97;M2085478922;0.0;0.0;0;0
16;2;306887.14;C1758284005;0.0;0.0;C772456947;480881.4;632725.56;0;0
18;2;362092.69;C512575673;29996.26;0.0;C460900193;837304.32;1199397.01;0;0
10;3;17281.6;C1900832733;236240.0;218958.4;M706242692;0.0;0.0;0;0
43;2;166306.68;C933084060;25906.0;0.0;C134623499;2029392.28;2495451.0;0;0
10;2;26703.98;C417192699;0.0;0.0;C1177171243;32890.72;344122.7;0;0
46;2;203459.27;C476642133;0.0;0.0;C1019890235;3129614.27;3333073.54;0;0
16;3;1049.93;C2027119049;0.0;0.0;M1772653116;0.0;0.0;0;0
16;2;244751.49;C1915975370;247.0;0.0;C811730827;0.0;244751.49;0;0
40;3;4269.37;C1852213968;60325.0;56055.63;M210681096;0.0;0.0;0;0
43;1;46414.45;C99049996;4550248.04;4596662.49;C1669534516;137987.49;91573.04;0;0
20;3;7379.96;C676471002;0.0;0.0;M1416654336;0.0;0.0;0;0
9;2;50983.06;C1965858078;0.0;0.0;C811597470;150792.03;201775.09;0;0
20;2;181341.85;C1546601123;258.0;0.0;C794899207;2035156.97;2216498.83;0;0
12;3;7878.26;C1808130525;0.0;0.0;M423566431;0.0;0.0;0;0
34;3;6.05;C9057775;0.0;0.0;M1854208321;0.0;0.0;0;0
7;3;4841.21;C37897450;31635.29;26794.08;M1774713748;0.0;0.0;0;0
41;2;47231.45;C861461886;11292.91;0.0;C1601702534;84229.01;131460.46;0;0
43;2;290051.11;C1858466683;94538.0;0.0;C2041695188;0.0;290051.11;0;0
18;3;2391.28;C384304182;672.0;0.0;M1743107527;0.0;0.0;0;0
37;2;108873.38;C1031928476;0.0;0.0;C2037162804;244337.21;353210.58;0;0
18;1;188192.02;C692260635;566989.32;755181.34;C514944893;321036.75;150761.13;0;0
44;3;8454.38;C980520069;25863.0;17408.62;M307325045;0.0;0.0;0;0
37;1;346416.22;C775987610;40339.0;386755.22;C567060378;30079.73;0.0;0;0
15;2;158985.9;C613821363;24646.0;0.0;C1761861940;7177393.65;7336379.55;0;0
15;2;232848.66;C1912620320;189102.0;0.0;C952929473;116796.79;349645.45;0;0
33;2;151592.0;C1202589704;100948.0;0.0;C1581408867;227516.28;379108.28;0;0
41;2;96674.97;C371412843;109.0;0.0;C1878292471;0.0;96674.97;0;0
16;3;4797.0;C50463197;198838.26;194041.26;M803122283;0.0;0.0;0;0
44;2;5824.86;C751091157;0.0;0.0;C815090210;4039237.28;4117492.06;0;0
34;1;5920.55;C1282496165;17682473.78;17688394.33;C1556435331;21721.25;153717.62;0;0
15;4;104484.81;C1046773842;19220.0;0.0;C1486434379;1363185.67;1467670.48;0;0
17;3;3933.01;C1466252958;84530.0;80596.99;M1627451649;0.0;0.0;0;0
11;3;656.13;C1785587665;157288.09;156631.96;M816244098;0.0;0.0;0;0
9;3;7417.46;C1502301963;356400.71;348983.25;M1974056722;0.0;0.0;0;0
33;2;18855.21;C35594302;0.0;0.0;C1281019843;99966.84;118822.05;0;0
44;4;80052.71;C1015173217;0.0;0.0;C773853121;832114.43;912167.14;0;0
13;2;137277.81;C1585494222;0.0;0.0;C288197656;8518484.16;8542846.26;0;0
15;3;17843.53;C204697158;0.0;0.0;M1942048619;0.0;0.0;0;0
20;2;365076.72;C77074405;0.0;0.0;C1916427364;380467.46;745544.17;0;0
14;3;15557.71;C1015044404;114538.0;98980.29;M26605377;0.0;0.0;0;0
16;2;74462.89;C1432825028;5390.0;0.0;C1468427853;1296662.49;1255755.47;0;0
19;2;191494.97;C1606975340;0.0;0.0;C82301410;661154.82;740193.45;0;0
43;1;212718.88;C762236270;5053.0;217771.88;C511647907;0.0;0.0;0;0
36;4;739680.54;C710283917;0.0;0.0;C836027102;1636552.56;2621237.57;0;0
17;3;11801.88;C1398526660;151250.57;139448.7;M1819640607;0.0;0.0;0;0
10;1;250125.08;C577499182;7451168.43;7701293.51;C1113265902;272078.66;36855.93;0;0
43;2;137512.12;C1600384012;0.0;0.0;C1517804467;1681150.52;3318446.0;0;0
15;1;62717.2;C35187838;4500628.16;4563345.36;C578599557;2601637.27;2538920.07;0;0
15;1;201573.21;C1091981054;1953832.94;2155406.16;C1795001907;995686.88;794113.67;0;0
10;2;50789.01;C395978962;226640.0;175850.99;C1787521094;320237.1;964028.56;0;0
13;1;275178.62;C651793249;16221885.32;16497063.94;C421163163;373881.07;98702.44;0;0
45;1;301831.66;C1332830189;4613930.78;4915762.44;C179323105;5102232.76;4800401.1;0;0
20;2;154510.42;C740408655;54469.0;0.0;C1074342354;1152710.16;1307220.59;0;0
34;2;29595.57;C1211412489;19941.0;0.0;C1000995140;775454.6;805050.17;0;0
44;2;150824.68;C1681371721;1067.0;0.0;C1076057414;531643.47;682468.15;0;0
40;2;121931.51;C2116323672;0.0;0.0;C1496254520;629906.67;751838.19;0;0
21;2;48275.6;C1314002528;9915.0;0.0;C2107493153;191616.89;239892.48;0;0
37;3;27905.18;C710597590;40121.0;12215.82;M854980093;0.0;0.0;0;0
45;1;7557.79;C1589406369;64860.99;72418.78;C22805895;2020465.91;2062969.3;0;0
24;3;13625.9;C1457897258;695294.0;681668.1;M548651438;0.0;0.0;0;0
19;2;220190.75;C485152349;0.0;0.0;C1110630179;1254156.35;1474347.09;0;0
34;1;177894.83;C1959555713;7977559.44;8155454.27;C1844523580;244601.61;66706.79;0;0
46;3;2164.27;C549637673;37776.21;35611.94;M527997027;0.0;0.0;0;0
21;2;119932.18;C955064125;0.0;0.0;C323669641;1015087.52;1135019.7;0;0
21;4;250612.47;C1579824296;11225.0;0.0;C1166929036;329446.13;912510.86;0;0
37;3;1406.95;C1971956274;0.0;0.0;M1591715080;0.0;0.0;0;0
9;1;314764.59;C205440191;183.0;314947.59;C873692561;206679.6;0.0;0;0
41;3;22117.01;C674026924;0.0;0.0;M518244433;0.0;0.0;0;0
37;3;23638.99;C2112724442;69619.01;45980.02;M808590301;0.0;0.0;0;0
44;4;113697.51;C1640632125;0.0;0.0;C361775930;2316016.33;2429713.84;0;0
33;1;371743.58;C896167711;33120.0;404863.58;C704768602;472105.74;100362.16;0;0
14;3;2867.62;C2001359231;543517.79;540650.17;M169371171;0.0;0.0;0;0
11;1;20507.97;C2032802910;1455237.87;1475745.84;C705265015;38282.22;17774.25;0;0
16;2;114159.87;C269020364;0.0;0.0;C1477089094;238439.36;979946.09;0;0
11;2;94572.34;C2129060323;325418.0;230845.66;C1479567915;28710.0;99140.56;0;0
12;1;25472.47;C1923531767;1138456.86;1163929.33;C1079554968;124507.38;99034.9;0;0
43;3;13997.81;C1977195271;0.0;0.0;M1450779504;0.0;0.0;0;0
11;2;40216.67;C473015223;0.0;0.0;C1973144957;1523391.38;1665576.14;0;0
10;1;146131.97;C1036901740;557.0;146688.97;C75249006;0.0;1044594.0;0;0
37;4;534572.58;C510170839;0.0;0.0;C1293499473;1904097.95;2438670.53;0;0
40;2;217170.27;C978348515;8569.0;0.0;C805310696;3877901.23;3716858.81;0;0
36;4;123154.35;C1197358540;0.0;0.0;C1991351117;329782.73;452937.08;0;0
10;3;3870.74;C2004395917;247824.38;243953.64;M499746765;0.0;0.0;0;0
19;2;241656.59;C207547742;36340.0;0.0;C27739138;0.0;241656.59;0;0
39;4;113980.9;C1542466296;336188.0;222207.1;C1971636943;754196.42;868177.32;0;0
45;3;1026.57;C1533569394;51135.25;50108.68;M925275523;0.0;0.0;0;0
9;3;23144.18;C1200661229;4361.0;0.0;M1004953969;0.0;0.0;0;0
9;1;15259.67;C690488112;4515531.92;4530791.59;C789195255;960387.11;412823.25;0;0
19;2;52430.83;C691997305;3010.0;0.0;C1607845825;567762.91;674903.39;0;0
20;3;12573.4;C318241129;0.0;0.0;M1996929072;0.0;0.0;0;0
41;1;22242.57;C1640571821;31725.0;53967.57;C1618343520;387566.8;365324.23;0;0
9;1;278794.7;C1993908289;549216.7;828011.41;C937195105;1776495.58;1372628.46;0;0
41;2;101574.77;C1265510222;0.0;0.0;C298222185;9064588.56;9166163.33;0;0
14;2;561676.77;C271463684;80522.0;0.0;C859964315;654777.15;1216453.92;0;0
11;2;7022.11;C2051273197;501709.0;494686.89;C298556542;0.0;7022.11;0;0
12;1;33275.69;C1617978987;4165781.25;4199056.94;C1664689017;1890476.83;1857201.15;0;0
35;2;200375.27;C702789265;0.0;0.0;C1976776908;560508.44;760883.71;0;0
17;2;69253.44;C1743354897;5013.0;0.0;C492841836;2788766.44;3024208.67;0;0
44;3;5941.75;C550641268;55105.0;49163.25;M212003155;0.0;0.0;0;0
17;2;528199.28;C1552783276;0.0;0.0;C710987073;4097636.96;4625836.24;0;0
36;4;78967.46;C1462539115;0.0;0.0;C1256150570;1497265.28;1576232.74;0;0
43;2;280416.29;C1301350541;21443.0;0.0;C1848732367;444134.23;724550.52;0;0
18;2;41276.66;C1930570900;1120.0;0.0;C1692119129;868518.38;909795.04;0;0
15;4;788856.58;C918441772;270084.26;0.0;C603856768;4003563.2;5421116.73;0;0
20;3;111.33;C523899508;32355.0;32243.67;M430124174;0.0;0.0;0;0
18;2;221978.31;C1648102778;20778.0;0.0;C592650100;0.0;148439.22;0;0
41;3;6569.7;C1322277680;0.0;0.0;M990172072;0.0;0.0;0;0
7;2;35426.93;C1770391569;0.0;0.0;C384887832;136361.92;157993.5;0;0
44;3;14557.2;C1411182185;0.0;0.0;M793283862;0.0;0.0;0;0
42;3;1800.09;C1654148467;1043.0;0.0;M273685494;0.0;0.0;0;0
12;3;16621.28;C1048549576;0.0;0.0;M314903178;0.0;0.0;0;0
21;3;6375.01;C349256890;0.0;0.0;M1749138608;0.0;0.0;0;0
14;3;9530.61;C409693101;876238.18;866707.56;M888191134;0.0;0.0;0;0
37;1;40047.46;C704837083;16313446.38;16353493.84;C482950564;2244709.11;2204661.65;0;0
12;2;267038.07;C2039829734;0.0;0.0;C738124829;2758177.72;2919886.93;0;0
19;3;8001.87;C1894314070;101813.0;93811.13;M1854448913;0.0;0.0;0;0
20;3;8224.74;C1780500113;49219.0;40994.26;M935270904;0.0;0.0;0;0
14;3;6876.26;C1446096918;0.0;0.0;M252040838;0.0;0.0;0;0
20;1;81660.53;C1018930291;6647416.06;6729076.6;C752617468;563831.12;482170.58;0;0
15;3;31510.52;C631246070;0.0;0.0;M1227904823;0.0;0.0;0;0
19;2;82865.17;C1868434869;0.0;0.0;C880730941;2240057.05;2569299.73;0;0
46;3;10141.59;C700007924;0.0;0.0;M692709376;0.0;0.0;0;0
18;3;3673.52;C826873658;0.0;0.0;M1675437012;0.0;0.0;0;0
1;4;51627.39;C50720817;30359.46;0.0;C1526298704;81243.0;32092.07;0;0
12;3;39094.96;C476510642;151675.87;112580.91;M2076825124;0.0;0.0;0;0
45;3;3440.32;C2899904;72723.65;69283.33;M978737103;0.0;0.0;0;0
7;4;1114525.24;C306871276;0.0;0.0;C766681183;14837269.6;17356500.26;0;0
45;1;132936.34;C2054336962;21132.0;154068.34;C2127090948;125.0;31624.99;0;0
44;2;152556.64;C1958328157;0.0;0.0;C1337825455;234977.18;1559825.35;0;0
21;2;67017.48;C1800012916;0.0;0.0;C1905034640;1965368.18;2032385.66;0;0
21;2;31607.64;C604221651;22404.0;0.0;C983400759;0.0;31607.64;0;0
9;1;213438.23;C1301481089;5967399.79;6180838.01;C713039134;861123.61;1373656.47;0;0
14;3;18963.82;C262153297;24588.0;5624.18;M1575863530;0.0;0.0;0;0
17;2;117150.59;C1798194679;2458.0;0.0;C1452646606;5791984.67;6233317.49;0;0
49;3;6509.57;C1809225388;4685.0;0.0;M1337759826;0.0;0.0;0;0
15;3;2030.67;C1428055502;0.0;0.0;M1938127960;0.0;0.0;0;0
35;2;352345.66;C1562126482;0.0;0.0;C1524766682;1862852.33;2215197.99;0;0
9;2;25936.66;C763551816;16028.0;0.0;C674898848;90167.0;242941.49;0;0
9;3;22004.5;C538811684;0.0;0.0;M24992236;0.0;0.0;0;0
12;3;4398.03;C457365634;0.0;0.0;M1281305456;0.0;0.0;0;0
